order_id,order_date,sales,quantity,discount,profit,region,state,city_type,outlet_type,category,sub_category,segment,ship_mode
ORD065111,2021-03-19,29838.97,1,0.2,5522.26,East,Tamil Nadu,Tier 2,Large,Fast Food,Pizzas,Corporate,First Class
ORD065112,2023-08-26,49151.16,8,0.18,10933.05,North,Gujarat,Tier 1,Medium,Household Items,Utensils,Corporate,Second Class
ORD065113,2021-06-22,36705.58,2,0.19,5376.74,South,Maharashtra,Tier 2,Large,Electric Appliances,Microwaves,Corporate,First Class
ORD065114,2022-03-31,44392.93,8,0.04,5834.86,South,Uttar Pradesh,Tier 1,Large,Fast Food,Fries,Corporate,Standard Class
ORD065115,2023-12-06,19158.53,7,0.37,2009.25,West,Uttar Pradesh,Village,Small,Electric Appliances,Microwaves,Corporate,Standard Class
ORD065116,2023-06-10,42947.02,5,0.45,2912.08,South,Maharashtra,Tier 2,Large,Dairy Products,Cheese,Consumer,First Class
ORD065117,2019-07-21,12946.1,5,0.02,1885.96,North,Punjab,Tier 2,Small,Furniture,Tables,Consumer,Same Day
ORD065118,2020-05-17,28994.33,2,0.37,2502.5,East,Gujarat,Tier 1,Small,Household Items,Detergents,Corporate,Same Day
ORD065119,2020-12-21,6475.77,2,0.04,1481.16,East,Tamil Nadu,Tier 1,Large,Dairy Products,Cheese,Corporate,Standard Class
ORD065120,2020-01-13,29153.12,3,0.26,2878.25,South,Maharashtra,Village,Medium,Dairy Products,Milk,Corporate,First Class
ORD065121,2020-12-26,28723.26,8,0.08,6116.08,North,Delhi,Tier 1,Medium,Furniture,Sofas,Corporate,Standard Class
ORD065122,2022-06-28,19465.44,2,0.45,2775.96,East,Uttar Pradesh,Village,Medium,Electric Appliances,Microwaves,Corporate,Second Class
ORD065123,2022-09-25,20694.88,10,0.37,2515.58,East,Gujarat,Tier 1,Large,Electric Appliances,Washing Machines,Consumer,First Class
ORD065124,2019-06-21,33605.37,7,0.21,2866.49,West,Madhya Pradesh,Tier 1,Medium,Furniture,Sofas,Consumer,First Class
ORD065125,2021-10-02,43719.69,4,0.39,6374.38,East,Tamil Nadu,Village,Large,Sessional Fruits & Vegetables,Tomatoes,Consumer,Same Day
ORD065126,2022-10-15,13143.86,1,0.47,1201.11,North,Gujarat,Tier 1,Large,Household Items,Buckets,Corporate,Standard Class
ORD065127,2022-05-27,18312.64,4,0.34,3582.96,North,Gujarat,Tier 2,Medium,Dairy Products,Cheese,Corporate,First Class
ORD065128,2022-11-10,43406.68,2,0.38,6542.07,South,Madhya Pradesh,Tier 2,Medium,Sessional Fruits & Vegetables,Carrots,Corporate,First Class
ORD065129,2021-06-29,48461.09,7,0.31,6868.88,East,Delhi,Tier 2,Large,Sessional Fruits & Vegetables,Apples,Corporate,Same Day
ORD065130,2020-12-13,30148.27,8,0.33,5897.18,North,West Bengal,Tier 2,Small,Household Items,Mops,Consumer,Same Day
ORD065131,2021-09-21,17521.97,6,0.41,2492.38,East,Tamil Nadu,Village,Small,Electric Appliances,Microwaves,Corporate,Second Class
ORD065132,2019-03-09,3290.32,7,0.22,467.63,West,Rajasthan,Village,Medium,Household Items,Buckets,Consumer,First Class
ORD065133,2023-06-02,18614.47,10,0.47,1757.69,East,Rajasthan,Tier 1,Small,Household Items,Detergents,Consumer,First Class
ORD065134,2020-05-12,155.97,8,0.21,22.53,West,Uttar Pradesh,Village,Medium,Furniture,Tables,Consumer,Same Day
ORD065135,2021-06-27,40862.04,4,0.36,4100.3,East,Rajasthan,Village,Large,Sessional Fruits & Vegetables,Carrots,Consumer,Second Class
ORD065136,2022-11-25,46600.37,7,0.0,13335.77,North,Gujarat,Village,Small,Dairy Products,Cheese,Corporate,Same Day
ORD065137,2022-02-25,9575.22,2,0.06,1863.18,East,Uttar Pradesh,Village,Large,Electric Appliances,Refrigerators,Consumer,First Class
ORD065138,2021-06-26,44694.48,8,0.47,2441.84,North,West Bengal,Village,Large,Sessional Fruits & Vegetables,Carrots,Consumer,Second Class
ORD065139,2020-10-06,23161.32,7,0.45,2414.97,North,Delhi,Village,Medium,Furniture,Tables,Corporate,Same Day
ORD065140,2021-03-29,31958.12,9,0.46,5031.13,West,Madhya Pradesh,Tier 2,Large,Electric Appliances,Microwaves,Consumer,Standard Class
ORD065141,2021-06-23,5796.71,8,0.36,824.88,North,Punjab,Tier 2,Small,Furniture,Chairs,Consumer,First Class
ORD065142,2022-03-04,27942.36,8,0.44,3265.41,South,Rajasthan,Village,Large,Furniture,Sofas,Consumer,Same Day
ORD065143,2022-03-29,11424.3,4,0.08,2043.21,South,Maharashtra,Tier 1,Medium,Household Items,Detergents,Consumer,First Class
ORD065144,2021-04-12,31076.35,10,0.06,8435.89,West,Uttar Pradesh,Tier 1,Medium,Household Items,Mops,Consumer,Second Class
ORD065145,2022-07-18,4837.38,4,0.12,977.0,West,Gujarat,Tier 2,Small,Fast Food,Fries,Corporate,Same Day
ORD065146,2020-07-12,3550.8,3,0.05,650.71,North,Tamil Nadu,Village,Medium,Electric Appliances,Fans,Consumer,Standard Class
ORD065147,2023-03-29,14112.62,6,0.0,1438.52,West,Rajasthan,Village,Medium,Furniture,Chairs,Consumer,Standard Class
ORD065148,2022-02-27,49084.96,6,0.07,5601.59,North,Madhya Pradesh,Tier 1,Medium,Sessional Fruits & Vegetables,Mangoes,Consumer,Same Day
ORD065149,2021-06-12,38956.17,2,0.15,5950.33,South,Tamil Nadu,Tier 1,Medium,Sessional Fruits & Vegetables,Mangoes,Consumer,First Class
ORD065150,2023-12-04,2772.78,6,0.18,352.36,West,Delhi,Tier 1,Small,Sessional Fruits & Vegetables,Carrots,Consumer,First Class
ORD065151,2019-12-20,18035.25,8,0.15,3563.71,South,Tamil Nadu,Village,Large,Furniture,Tables,Corporate,Standard Class
ORD065152,2023-09-03,4437.16,3,0.29,507.04,West,Tamil Nadu,Village,Small,Furniture,Chairs,Consumer,First Class
ORD065153,2019-01-21,49074.69,4,0.37,8305.47,South,Madhya Pradesh,Tier 1,Large,Electric Appliances,Washing Machines,Corporate,First Class
ORD065154,2022-10-23,17705.12,4,0.14,2242.78,North,Punjab,Village,Small,Dairy Products,Yogurt,Consumer,Standard Class
ORD065155,2019-03-09,28614.39,9,0.3,4249.85,East,Rajasthan,Village,Medium,Fast Food,Burgers,Corporate,Standard Class
ORD065156,2020-07-05,6969.46,8,0.35,863.85,South,Madhya Pradesh,Tier 1,Medium,Household Items,Detergents,Corporate,First Class
ORD065157,2021-08-04,39395.13,5,0.3,6611.03,North,Maharashtra,Tier 1,Medium,Electric Appliances,Refrigerators,Corporate,Standard Class
ORD065158,2023-12-05,18092.86,5,0.27,1439.67,North,Madhya Pradesh,Tier 1,Medium,Furniture,Sofas,Consumer,First Class
ORD065159,2021-02-15,37770.38,10,0.25,4928.32,West,West Bengal,Tier 1,Medium,Household Items,Mops,Corporate,Second Class
ORD065160,2021-02-08,37754.79,3,0.14,6784.35,West,Madhya Pradesh,Tier 1,Medium,Sessional Fruits & Vegetables,Tomatoes,Consumer,Same Day
ORD065161,2019-02-27,18416.78,10,0.15,2097.93,East,Uttar Pradesh,Village,Large,Furniture,Tables,Corporate,First Class
ORD065162,2022-07-06,24126.39,3,0.26,2784.87,East,West Bengal,Village,Small,Household Items,Detergents,Corporate,Second Class
ORD065163,2023-06-19,16823.43,9,0.22,3147.49,North,Rajasthan,Tier 1,Medium,Sessional Fruits & Vegetables,Carrots,Corporate,Standard Class
ORD065164,2023-05-16,42335.02,9,0.28,6350.6,West,Delhi,Village,Medium,Household Items,Buckets,Consumer,First Class
ORD065165,2019-08-31,48315.6,3,0.32,9031.58,South,Maharashtra,Village,Small,Sessional Fruits & Vegetables,Mangoes,Consumer,Standard Class
ORD065166,2022-05-12,44606.45,10,0.41,5768.61,West,Karnataka,Village,Small,Furniture,Tables,Consumer,Second Class
ORD065167,2023-01-26,1462.04,3,0.39,215.15,East,Madhya Pradesh,Tier 1,Small,Household Items,Buckets,Consumer,Second Class
ORD065168,2021-10-15,32628.68,7,0.2,3941.91,East,Madhya Pradesh,Tier 1,Large,Fast Food,Fries,Corporate,Standard Class
ORD065169,2022-02-03,26994.19,6,0.3,3451.04,East,Madhya Pradesh,Tier 2,Large,Sessional Fruits & Vegetables,Apples,Corporate,Same Day
ORD065170,2019-03-21,5272.32,3,0.35,903.03,West,Gujarat,Tier 1,Small,Sessional Fruits & Vegetables,Carrots,Corporate,First Class
ORD065171,2023-11-08,41435.59,8,0.31,4339.19,North,Uttar Pradesh,Tier 1,Medium,Dairy Products,Yogurt,Corporate,Second Class
ORD065172,2022-06-14,49802.99,1,0.24,9169.96,East,Madhya Pradesh,Village,Large,Dairy Products,Cheese,Corporate,First Class
ORD065173,2019-07-19,45434.49,1,0.12,6942.87,West,Maharashtra,Village,Medium,Household Items,Mops,Consumer,First Class
ORD065174,2022-01-12,8960.8,9,0.03,1315.42,South,Rajasthan,Tier 1,Small,Electric Appliances,Refrigerators,Consumer,Standard Class
ORD065175,2020-12-05,27379.79,5,0.06,7111.15,South,Karnataka,Village,Medium,Electric Appliances,Refrigerators,Consumer,Second Class
ORD065176,2021-07-17,29158.62,1,0.38,2189.82,North,Uttar Pradesh,Tier 2,Large,Household Items,Mops,Consumer,Same Day
ORD065177,2023-01-03,39883.79,5,0.27,5654.67,West,Delhi,Village,Medium,Sessional Fruits & Vegetables,Mangoes,Consumer,First Class
ORD065178,2019-06-14,8810.28,3,0.16,1373.68,East,Gujarat,Village,Medium,Dairy Products,Cheese,Consumer,First Class
ORD065179,2020-03-29,28254.52,8,0.16,5312.84,East,Madhya Pradesh,Tier 1,Large,Sessional Fruits & Vegetables,Mangoes,Consumer,Second Class
ORD065180,2019-07-12,765.9,5,0.18,155.91,East,Maharashtra,Tier 1,Large,Dairy Products,Butter,Corporate,Standard Class
ORD065181,2022-08-28,38611.18,4,0.25,7261.33,East,West Bengal,Tier 2,Large,Electric Appliances,Washing Machines,Corporate,Standard Class
ORD065182,2022-12-12,16259.15,9,0.1,3933.97,North,West Bengal,Tier 2,Medium,Dairy Products,Milk,Corporate,Same Day
ORD065183,2023-03-29,351.2,7,0.24,41.24,South,Maharashtra,Tier 2,Large,Household Items,Utensils,Consumer,Standard Class
ORD065184,2020-10-16,15072.76,10,0.35,2587.43,South,Uttar Pradesh,Tier 2,Large,Furniture,Tables,Corporate,Same Day
ORD065185,2023-06-22,11183.91,8,0.33,2029.47,South,Delhi,Tier 2,Medium,Fast Food,Burgers,Corporate,First Class
ORD065186,2022-07-11,42189.34,9,0.27,4551.18,North,Madhya Pradesh,Tier 2,Large,Furniture,Sofas,Consumer,Same Day
ORD065187,2019-05-20,20064.77,8,0.41,2501.21,North,Uttar Pradesh,Tier 2,Small,Electric Appliances,Refrigerators,Consumer,Same Day
ORD065188,2022-02-27,25313.68,8,0.26,3363.32,East,Karnataka,Village,Medium,Dairy Products,Cheese,Consumer,Same Day
ORD065189,2021-05-11,42718.14,8,0.33,3395.93,North,Uttar Pradesh,Village,Large,Sessional Fruits & Vegetables,Apples,Corporate,First Class
ORD065190,2021-06-19,27237.95,1,0.01,4440.91,West,Uttar Pradesh,Tier 1,Medium,Sessional Fruits & Vegetables,Carrots,Corporate,Standard Class
ORD065191,2021-01-14,43929.43,1,0.47,3498.7,West,West Bengal,Tier 1,Large,Dairy Products,Cheese,Corporate,First Class
ORD065192,2019-01-11,16544.52,8,0.42,2788.47,South,Punjab,Village,Large,Dairy Products,Yogurt,Corporate,Standard Class
ORD065193,2019-07-08,6471.68,2,0.28,546.93,West,Rajasthan,Village,Small,Household Items,Buckets,Corporate,First Class
ORD065194,2023-05-12,841.5,8,0.48,85.74,North,Maharashtra,Village,Medium,Fast Food,Burgers,Consumer,Standard Class
ORD065195,2020-10-27,43753.98,1,0.35,3648.84,West,Delhi,Village,Medium,Furniture,Sofas,Corporate,Same Day
ORD065196,2022-04-12,46846.65,7,0.39,4610.86,West,West Bengal,Tier 1,Large,Dairy Products,Butter,Consumer,Standard Class
ORD065197,2020-09-28,47593.06,3,0.44,2894.94,West,West Bengal,Tier 2,Small,Dairy Products,Milk,Corporate,Same Day
ORD065198,2022-10-10,2614.07,10,0.43,252.7,South,Rajasthan,Village,Small,Furniture,Beds,Consumer,Standard Class
ORD065199,2022-05-18,43746.97,1,0.25,8593.82,South,Rajasthan,Tier 1,Small,Furniture,Sofas,Corporate,Standard Class
ORD065200,2022-12-18,22407.95,7,0.1,5277.26,South,Rajasthan,Tier 1,Large,Furniture,Tables,Corporate,Same Day
ORD065201,2020-05-11,27792.3,5,0.12,5604.79,South,West Bengal,Village,Medium,Sessional Fruits & Vegetables,Tomatoes,Corporate,Standard Class
ORD065202,2022-08-11,32821.53,8,0.26,5009.45,East,Maharashtra,Tier 1,Small,Dairy Products,Yogurt,Consumer,Second Class
ORD065203,2020-10-16,36695.1,8,0.35,4583.09,South,Punjab,Tier 1,Medium,Furniture,Sofas,Corporate,Second Class
ORD065204,2019-04-13,15909.04,7,0.02,3179.39,North,Delhi,Tier 1,Large,Household Items,Buckets,Consumer,Second Class
ORD065205,2021-10-07,12185.56,4,0.02,3342.81,North,Gujarat,Tier 1,Small,Dairy Products,Butter,Corporate,Second Class
ORD065206,2019-03-14,3503.11,10,0.33,491.99,North,Tamil Nadu,Tier 1,Medium,Electric Appliances,Fans,Consumer,Same Day
ORD065207,2021-12-28,47016.6,8,0.27,8320.63,North,Punjab,Tier 1,Medium,Furniture,Sofas,Consumer,Standard Class
ORD065208,2019-12-27,17696.84,8,0.45,1965.69,North,Uttar Pradesh,Tier 1,Small,Sessional Fruits & Vegetables,Apples,Consumer,First Class
ORD065209,2022-01-10,1022.35,6,0.35,83.66,South,Gujarat,Village,Medium,Household Items,Buckets,Consumer,First Class
ORD065210,2023-04-20,23064.09,8,0.28,3745.76,North,Gujarat,Tier 1,Small,Sessional Fruits & Vegetables,Tomatoes,Consumer,Second Class
ORD065211,2019-03-21,25440.77,3,0.14,5722.14,South,Punjab,Village,Large,Dairy Products,Butter,Corporate,Same Day
ORD065212,2019-09-04,47187.04,5,0.14,12100.05,North,Maharashtra,Tier 2,Small,Electric Appliances,Refrigerators,Corporate,Standard Class
ORD065213,2020-11-26,25550.28,9,0.11,3337.93,South,Madhya Pradesh,Village,Small,Sessional Fruits & Vegetables,Apples,Consumer,Second Class
ORD065214,2020-11-27,9997.02,8,0.38,934.84,West,Punjab,Tier 2,Large,Household Items,Utensils,Consumer,Same Day
ORD065215,2021-10-12,14782.86,7,0.01,4193.16,East,Punjab,Tier 1,Large,Fast Food,Burgers,Consumer,First Class
ORD065216,2021-09-29,24255.85,3,0.21,2140.58,East,Delhi,Tier 2,Medium,Dairy Products,Butter,Corporate,First Class
ORD065217,2023-06-11,34967.62,4,0.23,4839.69,East,Tamil Nadu,Tier 1,Large,Dairy Products,Butter,Consumer,First Class
ORD065218,2021-02-18,3085.65,7,0.38,368.05,North,Delhi,Village,Large,Household Items,Buckets,Consumer,Second Class
ORD065219,2020-01-04,37128.03,5,0.39,4566.74,South,Tamil Nadu,Village,Small,Furniture,Sofas,Corporate,First Class
ORD065220,2021-03-19,31776.48,8,0.27,2844.86,East,Tamil Nadu,Tier 2,Large,Household Items,Buckets,Corporate,Same Day
ORD065221,2022-11-21,35014.24,4,0.32,6004.0,East,Punjab,Village,Medium,Furniture,Tables,Consumer,Second Class
ORD065222,2023-03-21,28953.01,6,0.07,7064.18,North,Madhya Pradesh,Tier 1,Small,Dairy Products,Yogurt,Consumer,Second Class
ORD065223,2021-07-20,40138.52,1,0.3,7309.85,East,Karnataka,Village,Large,Electric Appliances,Refrigerators,Consumer,Same Day
ORD065224,2021-03-20,49127.06,2,0.48,2702.18,East,Karnataka,Tier 2,Medium,Fast Food,Fries,Consumer,Standard Class
ORD065225,2021-07-17,33214.46,7,0.44,2154.7,North,Gujarat,Tier 1,Medium,Furniture,Chairs,Corporate,Standard Class
ORD065226,2020-12-20,28152.53,2,0.16,6504.32,West,Karnataka,Tier 1,Large,Furniture,Beds,Corporate,Second Class
ORD065227,2022-07-12,40804.07,3,0.22,4758.65,North,Delhi,Tier 1,Large,Household Items,Buckets,Corporate,Standard Class
ORD065228,2021-01-24,16023.4,5,0.22,1444.67,East,Gujarat,Village,Small,Dairy Products,Milk,Consumer,Standard Class
ORD065229,2022-04-21,18080.33,7,0.4,2727.74,North,Maharashtra,Village,Small,Fast Food,Sandwiches,Corporate,First Class
ORD065230,2022-12-05,44263.57,6,0.47,6757.2,East,Uttar Pradesh,Village,Small,Fast Food,Fries,Corporate,Standard Class
ORD065231,2021-05-13,26529.13,4,0.0,7200.57,West,Maharashtra,Tier 1,Small,Fast Food,Burgers,Consumer,First Class
ORD065232,2022-01-02,14914.56,1,0.38,967.33,South,West Bengal,Tier 1,Small,Furniture,Tables,Consumer,First Class
ORD065233,2019-04-12,46340.96,1,0.5,6475.18,North,Karnataka,Tier 2,Large,Dairy Products,Butter,Consumer,Second Class
ORD065234,2019-12-10,29858.28,9,0.22,5569.14,West,Maharashtra,Tier 2,Medium,Sessional Fruits & Vegetables,Carrots,Corporate,Second Class
ORD065235,2022-07-02,20613.29,7,0.22,3072.08,South,Delhi,Tier 2,Large,Household Items,Utensils,Consumer,Second Class
ORD065236,2023-01-18,37007.75,4,0.23,6186.9,West,West Bengal,Tier 1,Large,Household Items,Detergents,Consumer,Standard Class
ORD065237,2022-03-15,32140.97,8,0.44,3579.01,South,Rajasthan,Tier 1,Large,Electric Appliances,Microwaves,Corporate,First Class
ORD065238,2023-01-24,24099.6,1,0.04,4269.93,East,Punjab,Tier 2,Large,Furniture,Chairs,Consumer,First Class
ORD065239,2023-09-28,19763.53,1,0.12,1859.81,North,Madhya Pradesh,Tier 2,Small,Dairy Products,Milk,Consumer,Second Class
ORD065240,2023-04-07,24421.37,5,0.26,3529.3,North,Punjab,Tier 2,Large,Electric Appliances,Washing Machines,Corporate,Standard Class
ORD065241,2022-06-08,11373.22,5,0.03,3085.7,South,Tamil Nadu,Tier 2,Small,Sessional Fruits & Vegetables,Mangoes,Consumer,Second Class
ORD065242,2023-12-23,25370.9,7,0.46,1588.55,South,West Bengal,Village,Large,Furniture,Beds,Corporate,Same Day
ORD065243,2020-11-11,40894.2,2,0.2,4756.87,South,Maharashtra,Village,Small,Electric Appliances,Washing Machines,Consumer,Standard Class
ORD065244,2020-12-14,12671.91,6,0.14,1500.57,North,Maharashtra,Tier 2,Small,Sessional Fruits & Vegetables,Carrots,Consumer,Standard Class
ORD065245,2019-04-22,16669.97,7,0.29,2528.78,West,Karnataka,Tier 2,Large,Furniture,Sofas,Corporate,Second Class
ORD065246,2023-09-13,11097.27,4,0.15,2122.13,South,Karnataka,Village,Small,Sessional Fruits & Vegetables,Mangoes,Consumer,Same Day
ORD065247,2022-05-27,44678.07,9,0.49,3109.5,East,Uttar Pradesh,Tier 1,Medium,Dairy Products,Cheese,Corporate,Second Class
ORD065248,2019-10-04,43072.15,2,0.28,8084.81,West,Maharashtra,Tier 2,Large,Household Items,Buckets,Consumer,Same Day
ORD065249,2019-09-23,10554.16,10,0.36,1871.97,West,Madhya Pradesh,Tier 2,Large,Dairy Products,Milk,Consumer,First Class
ORD065250,2022-06-13,7424.59,3,0.5,444.39,East,Delhi,Tier 1,Small,Sessional Fruits & Vegetables,Apples,Corporate,Standard Class
ORD065251,2023-11-30,13537.89,10,0.0,2558.12,South,Tamil Nadu,Tier 1,Small,Fast Food,Fries,Corporate,Standard Class
ORD065252,2023-06-18,17915.85,3,0.14,4110.17,West,Delhi,Tier 1,Small,Electric Appliances,Washing Machines,Corporate,First Class
ORD065253,2019-04-14,32896.39,1,0.17,8135.75,North,Punjab,Tier 1,Large,Electric Appliances,Washing Machines,Corporate,Standard Class
ORD065254,2023-05-20,6014.53,10,0.28,559.39,West,Madhya Pradesh,Village,Large,Fast Food,Pizzas,Consumer,Second Class
ORD065255,2019-08-13,3087.8,10,0.17,588.36,South,Madhya Pradesh,Tier 1,Large,Sessional Fruits & Vegetables,Mangoes,Corporate,Standard Class
ORD065256,2021-11-28,40315.66,8,0.19,8739.3,East,Madhya Pradesh,Tier 2,Small,Electric Appliances,Refrigerators,Corporate,Second Class
ORD065257,2023-05-17,7845.74,10,0.3,1408.98,North,Karnataka,Village,Large,Sessional Fruits & Vegetables,Carrots,Consumer,Second Class
ORD065258,2021-12-20,20636.14,5,0.03,4611.37,West,Tamil Nadu,Tier 2,Small,Sessional Fruits & Vegetables,Mangoes,Consumer,First Class
ORD065259,2021-04-11,10283.18,1,0.04,2364.94,West,Rajasthan,Tier 2,Medium,Fast Food,Burgers,Corporate,First Class
ORD065260,2021-01-28,10962.47,5,0.44,1152.85,East,Uttar Pradesh,Tier 1,Large,Household Items,Utensils,Consumer,First Class
ORD065261,2023-02-23,8884.14,7,0.44,1406.25,South,Karnataka,Tier 2,Large,Sessional Fruits & Vegetables,Tomatoes,Corporate,Same Day
ORD065262,2021-11-26,18683.16,1,0.4,3286.78,East,Tamil Nadu,Tier 1,Small,Electric Appliances,Fans,Consumer,Second Class
ORD065263,2020-11-30,6474.52,8,0.15,988.86,West,West Bengal,Village,Large,Furniture,Tables,Consumer,First Class
ORD065264,2022-08-22,27892.86,3,0.31,4062.55,West,Punjab,Tier 2,Medium,Household Items,Utensils,Consumer,First Class
ORD065265,2022-01-07,31583.82,8,0.05,7677.64,North,Punjab,Village,Large,Fast Food,Burgers,Consumer,First Class
ORD065266,2022-01-03,6181.8,3,0.06,1513.5,South,Punjab,Tier 2,Medium,Sessional Fruits & Vegetables,Apples,Consumer,Same Day
ORD065267,2022-06-13,45715.6,5,0.19,8936.4,West,Tamil Nadu,Tier 2,Small,Dairy Products,Cheese,Corporate,Same Day
ORD065268,2019-02-06,1669.95,7,0.12,335.45,West,Karnataka,Tier 1,Large,Electric Appliances,Fans,Consumer,First Class
ORD065269,2021-10-28,22726.75,2,0.44,1297.02,East,Gujarat,Tier 1,Medium,Furniture,Tables,Corporate,First Class
ORD065270,2023-03-17,48496.78,7,0.4,8183.94,North,Tamil Nadu,Tier 1,Large,Electric Appliances,Refrigerators,Corporate,Same Day
ORD065271,2019-05-15,22550.47,5,0.17,1927.78,East,Uttar Pradesh,Tier 1,Small,Furniture,Tables,Consumer,Second Class
ORD065272,2021-08-18,14548.05,2,0.48,2147.34,East,Karnataka,Tier 1,Large,Electric Appliances,Refrigerators,Corporate,First Class
ORD065273,2023-08-02,35881.07,3,0.11,5991.63,West,Gujarat,Tier 1,Medium,Fast Food,Burgers,Consumer,Standard Class
ORD065274,2022-02-17,47368.54,1,0.38,5584.49,East,Madhya Pradesh,Village,Medium,Electric Appliances,Microwaves,Corporate,First Class
ORD065275,2023-07-01,4257.24,7,0.06,1030.64,North,Uttar Pradesh,Tier 2,Large,Fast Food,Pizzas,Consumer,Standard Class
ORD065276,2019-10-15,29473.36,6,0.18,3310.14,North,Uttar Pradesh,Tier 2,Small,Household Items,Buckets,Corporate,Standard Class
ORD065277,2021-11-12,43510.31,5,0.38,7456.57,North,Tamil Nadu,Tier 1,Large,Furniture,Sofas,Corporate,Same Day
ORD065278,2021-07-12,387.16,5,0.11,44.18,North,Uttar Pradesh,Tier 1,Medium,Electric Appliances,Fans,Corporate,Same Day
ORD065279,2020-09-01,37425.06,1,0.16,7412.78,North,Gujarat,Tier 1,Small,Furniture,Beds,Consumer,Standard Class
ORD065280,2022-05-24,29442.68,6,0.37,3404.25,East,Karnataka,Tier 1,Small,Household Items,Utensils,Corporate,First Class
ORD065281,2022-12-11,26574.28,3,0.09,6848.7,East,Tamil Nadu,Tier 2,Medium,Electric Appliances,Microwaves,Corporate,Second Class
ORD065282,2021-03-31,3536.06,1,0.05,410.74,West,Uttar Pradesh,Village,Large,Furniture,Beds,Corporate,Same Day
ORD065283,2021-06-12,24778.83,2,0.35,4500.08,North,Delhi,Village,Small,Dairy Products,Milk,Consumer,Standard Class
ORD065284,2021-09-11,2159.17,2,0.15,457.14,West,Karnataka,Village,Large,Dairy Products,Cheese,Consumer,First Class
ORD065285,2021-11-23,26540.11,7,0.01,5073.0,South,Punjab,Village,Medium,Fast Food,Fries,Consumer,Same Day
ORD065286,2022-07-20,2931.66,1,0.32,323.07,East,Uttar Pradesh,Village,Medium,Furniture,Sofas,Consumer,Standard Class
ORD065287,2020-10-19,7147.46,7,0.17,638.26,East,Punjab,Tier 1,Small,Sessional Fruits & Vegetables,Apples,Consumer,Standard Class
ORD065288,2019-12-14,25065.98,10,0.04,6744.76,West,Madhya Pradesh,Tier 1,Small,Sessional Fruits & Vegetables,Tomatoes,Corporate,Same Day
ORD065289,2022-02-07,22032.91,7,0.31,3277.69,West,West Bengal,Tier 2,Small,Dairy Products,Yogurt,Corporate,Standard Class
ORD065290,2019-06-12,28295.49,4,0.05,3816.0,South,Punjab,Tier 1,Medium,Household Items,Utensils,Corporate,Same Day
ORD065291,2021-09-20,8360.61,9,0.2,1887.99,North,Tamil Nadu,Tier 2,Small,Sessional Fruits & Vegetables,Carrots,Corporate,Standard Class
ORD065292,2020-08-29,43251.23,6,0.44,5542.04,North,Uttar Pradesh,Village,Small,Dairy Products,Butter,Corporate,First Class
ORD065293,2020-02-08,5104.97,2,0.19,1064.41,South,Punjab,Village,Medium,Furniture,Sofas,Corporate,First Class
ORD065294,2021-03-09,35953.9,6,0.43,4987.31,South,West Bengal,Village,Small,Dairy Products,Yogurt,Consumer,Second Class
ORD065295,2020-01-27,36662.8,2,0.39,3556.77,West,Gujarat,Village,Small,Furniture,Chairs,Consumer,First Class
ORD065296,2022-10-12,2891.49,5,0.48,150.95,South,Gujarat,Tier 1,Small,Furniture,Tables,Consumer,First Class
ORD065297,2021-04-18,47554.51,4,0.38,4331.84,East,West Bengal,Tier 1,Small,Sessional Fruits & Vegetables,Apples,Corporate,Second Class
ORD065298,2023-01-15,32014.61,8,0.19,7438.26,North,Karnataka,Village,Large,Sessional Fruits & Vegetables,Tomatoes,Corporate,Standard Class
ORD065299,2021-07-27,11828.8,6,0.36,1581.97,West,Uttar Pradesh,Tier 2,Medium,Electric Appliances,Fans,Consumer,Same Day
ORD065300,2023-05-14,6137.08,7,0.14,806.36,East,Madhya Pradesh,Tier 2,Medium,Furniture,Sofas,Consumer,Second Class
ORD065301,2019-12-11,49702.07,7,0.17,7468.33,East,Karnataka,Tier 2,Small,Household Items,Buckets,Consumer,Same Day
ORD065302,2023-01-31,30312.32,6,0.25,4751.26,East,Madhya Pradesh,Village,Small,Furniture,Beds,Consumer,Standard Class
ORD065303,2021-01-12,14487.8,9,0.3,1400.05,South,Rajasthan,Tier 2,Medium,Sessional Fruits & Vegetables,Mangoes,Consumer,First Class
ORD065304,2022-02-25,23406.52,2,0.47,1489.31,South,Delhi,Village,Large,Fast Food,Fries,Corporate,First Class
ORD065305,2023-05-08,4754.01,7,0.0,1217.59,North,Delhi,Village,Medium,Electric Appliances,Refrigerators,Consumer,Same Day
ORD065306,2021-01-21,26185.63,6,0.16,2859.6,North,West Bengal,Tier 2,Medium,Electric Appliances,Refrigerators,Consumer,Standard Class
ORD065307,2023-01-16,40201.91,8,0.21,5694.49,West,Rajasthan,Tier 2,Large,Furniture,Tables,Corporate,First Class
ORD065308,2022-10-09,4611.18,8,0.01,944.55,North,Uttar Pradesh,Tier 1,Large,Fast Food,Burgers,Corporate,Standard Class
ORD065309,2020-03-01,12134.67,5,0.14,3000.61,South,Delhi,Tier 2,Medium,Electric Appliances,Refrigerators,Corporate,Same Day
ORD065310,2023-09-26,39769.43,4,0.04,9244.53,South,West Bengal,Village,Small,Dairy Products,Milk,Corporate,Standard Class
ORD065311,2020-06-28,7910.59,2,0.11,1260.23,East,Madhya Pradesh,Tier 1,Medium,Furniture,Tables,Consumer,Second Class
